infra_id,infra_type,longueur
P000740,a_remplacer,5.23566836620947
P000744,a_remplacer,11.12641541940006
P000748,a_remplacer,4.62412685627937
P000750,a_remplacer,5.4200839327337
P000873,a_remplacer,5.46510947034025
P001156,a_remplacer,13.4887076792516
P001391,a_remplacer,15.27187289891964
P002445,a_remplacer,6.96033389014315
P002717,a_remplacer,6.93113318288768
P002851,a_remplacer,10.8032015604234
P003202,a_remplacer,3.57039201834049
P003330,a_remplacer,1.95148972393884
P003569,a_remplacer,16.62276231760328
P003802,a_remplacer,50.0048078437952
P003849,a_remplacer,13.355236238855369
P003870,a_remplacer,19.45242812729646
P003881,a_remplacer,10.96859065586668
P003903,a_remplacer,10.912493042733
P003934,a_remplacer,6.60463481490573
P004185,a_remplacer,5.82173712682777
P004196,a_remplacer,15.48562644201144
P004209,a_remplacer,19.95098753784424
P004211,a_remplacer,2.87454919232451
P004234,a_remplacer,26.9698060688878
P004251,a_remplacer,5.83511135139461
P004257,a_remplacer,12.22750929594944
P004261,a_remplacer,24.269215072745702
P004269,a_remplacer,32.12982948413572
P004271,a_remplacer,33.0569133380554
P004282,a_remplacer,18.454446973429828
P004284,a_remplacer,10.89251289347038
P004862,a_remplacer,79.39338518782539
P005000,a_remplacer,5.43827160014476
P005100,a_remplacer,256.65002687572814
P005117,a_remplacer,39.7881077432955
P005193,a_remplacer,14.491126102841
P005317,a_remplacer,23.90342255106
P005500,a_remplacer,78.8522094312426
P005531,a_remplacer,14.8493095953268
P005664,a_remplacer,12.9108403618454
P005726,a_remplacer,40.8148228083405
P005770,a_remplacer,13.8935987811649
P005781,a_remplacer,14.510677085006
P005820,a_remplacer,29.143695801929
P005915,a_remplacer,12.8261922697184
P006106,a_remplacer,12.8869548736554
P006193,a_remplacer,12.1863879405322
P006457,a_remplacer,19.55263199241894
P006709,a_remplacer,53.6848544591116
P006712,a_remplacer,50.2251101719768
P006950,a_remplacer,39.89258562912
P007111,infra_intacte,5098.18699296709
P007113,a_remplacer,12.1935087083631
P007114,infra_intacte,7.1162956180759
P007115,infra_intacte,10.5939670191223
P007116,infra_intacte,5.77897002356351
P007117,infra_intacte,11.0835882611938
P007118,infra_intacte,11.3116084659948
P007119,infra_intacte,11.6376974463782
P007120,infra_intacte,12.3491199261896
P007121,infra_intacte,11.7297082279311
P007122,infra_intacte,10.5829298832587
P007123,infra_intacte,7.39872083635978
P007124,infra_intacte,15.0807400152727
P007125,infra_intacte,18.6264174951064
P007126,infra_intacte,7.47640983160744
P007127,infra_intacte,10.6095238221142
P007128,infra_intacte,12.1046804706575
P007129,infra_intacte,8.89067446105938
P007130,infra_intacte,16.4124682228638
P007131,infra_intacte,19.1626440028266
P007132,infra_intacte,6.38798150462252
P007133,infra_intacte,15.2467571493073
P007134,infra_intacte,4.14348279895065
P007135,infra_intacte,8.29321324734341
P007136,infra_intacte,11.4621597191915
P007137,infra_intacte,12.3924041828686
P007138,infra_intacte,15.8576702912004
P007139,infra_intacte,5.49677218544307
P007140,infra_intacte,9.63215058944788
P007141,infra_intacte,9.62900460108917
P007142,infra_intacte,15.3714149453463
P007143,infra_intacte,13.3873903233501
P007144,infra_intacte,17.114717098331
P007145,infra_intacte,7.75407103642654
P007146,infra_intacte,14.1328129079196
P007147,infra_intacte,6.24302671256586
P007148,infra_intacte,4.8115101538773
P007149,infra_intacte,15.3398522259987
P007150,infra_intacte,8.33214989007513
P007151,infra_intacte,10.0290766801889
P007152,infra_intacte,17.3707128102982
P007153,infra_intacte,6.84596681179292
P007154,infra_intacte,19.3696905347764
P007155,infra_intacte,15.2564812282
P007156,infra_intacte,11.9889320606235
P007157,infra_intacte,13.2356825751441
P007158,infra_intacte,16.1904982278931
P007159,infra_intacte,7.460319724634
P007160,infra_intacte,10.9105652643931
P007161,infra_intacte,3.93065568180055
P007162,infra_intacte,6.40649373922239
P007163,infra_intacte,9.98043047396204
P007164,infra_intacte,8.48025874056161
P007165,infra_intacte,4.41063760529663
P007166,infra_intacte,10.3449075204212
P007167,infra_intacte,15.412156105591
P007168,infra_intacte,12.3346123836477
P007169,infra_intacte,18.1744830032933
P007170,infra_intacte,18.0971949419293
P007171,infra_intacte,5.8285333068315
P007172,infra_intacte,4.46512021831807
P007173,infra_intacte,8.70234350887561
P007174,infra_intacte,10.3819521534707
P007175,infra_intacte,11.6777215198852
P007176,infra_intacte,17.6555185056948
P007177,infra_intacte,2.34927288108204
P007178,infra_intacte,4.60767044533429
P007179,infra_intacte,11.6196960028417
P007180,infra_intacte,18.8930472043092
P007181,infra_intacte,18.7768484644497
P007182,infra_intacte,15.3359058661079
P007183,infra_intacte,12.2592562055769
P007184,infra_intacte,12.3860220025035
P007185,infra_intacte,15.5675894821577
P007186,infra_intacte,12.5572557571499
P007187,infra_intacte,12.9497743299952
P007188,infra_intacte,15.5693733247622
P007189,infra_intacte,7.63497180730141
P007190,infra_intacte,15.4109053060236
P007191,infra_intacte,15.5866062106493
P007192,infra_intacte,13.0910720959733
P007193,infra_intacte,8.20660981592346
P007194,infra_intacte,15.0035846001737
P007195,infra_intacte,8.30957005767714
P007196,infra_intacte,10.7220493837061
P007197,infra_intacte,17.4686986495008
P007198,infra_intacte,10.4161515365682
P007199,infra_intacte,13.3989548451235
P007200,infra_intacte,12.0960743440014
P007201,infra_intacte,15.1213673202701
P007202,infra_intacte,13.3769554384385
P007203,infra_intacte,12.7538406822388
P007204,infra_intacte,6.8891087277841
P007205,infra_intacte,11.1533627081512
P007206,infra_intacte,12.6430380125131
P007207,infra_intacte,7.63425081629572
P007208,infra_intacte,18.2953963821589
P007209,infra_intacte,10.6078139587037
P007210,infra_intacte,15.6384602545381
P007211,infra_intacte,8.09477963675151
P007212,infra_intacte,5.3486887266366
P007213,infra_intacte,2.73391981159021
P007214,infra_intacte,7.09125236050949
P007215,infra_intacte,7.51222531488334
P007216,infra_intacte,9.69778884945307
P007217,infra_intacte,14.0631445430726
P007218,infra_intacte,7.74904090645767
P007219,infra_intacte,15.3992108680346
P007220,infra_intacte,14.5540916796068
P007221,infra_intacte,8.67963366655722
P007222,infra_intacte,8.89093166587966
P007223,infra_intacte,6.95918977496018
P007224,infra_intacte,19.7437080538601
P007225,infra_intacte,10.3993778636477
P007226,infra_intacte,14.9386818000782
P007227,infra_intacte,19.3633643271163
P007228,infra_intacte,12.6839803241477
P007229,infra_intacte,12.4750674343251
P007230,infra_intacte,9.28657017732677
P007231,infra_intacte,9.53936659674304
P007232,infra_intacte,10.7293555409056
P007233,infra_intacte,7.60003132949565
P007234,infra_intacte,8.66540819628589
P007235,infra_intacte,8.76980891192089
P007236,infra_intacte,5.69835782587448
P007237,infra_intacte,9.84028097774204
P007238,infra_intacte,7.32958331259191
P007239,infra_intacte,6.99283985604053
P007240,infra_intacte,10.9146257880949
P007241,infra_intacte,5.79026575440439
P007242,infra_intacte,13.3804668025615
P007243,infra_intacte,10.8332248506963
P007244,infra_intacte,13.8202543784816
P007245,infra_intacte,11.6880585388606
P007246,infra_intacte,12.5435693689515
P007247,infra_intacte,8.71695931698963
P007248,infra_intacte,16.8240866188033
P007249,infra_intacte,14.6437823794193
P007250,infra_intacte,9.7797671079957
P007251,infra_intacte,7.71576907713709
P007252,infra_intacte,7.78033465043456
P007253,infra_intacte,2.42056962539605
P007254,infra_intacte,12.1227715437351
P007255,infra_intacte,12.4716405643877
P007256,infra_intacte,7.82868613625998
P007257,infra_intacte,7.95449445842228
P007258,infra_intacte,6.45489085060016
P007259,infra_intacte,7.22642714229678
P007260,infra_intacte,12.8827322068978
P007261,infra_intacte,8.30417802566895
P007262,infra_intacte,14.7279178868752
P007264,infra_intacte,14.2220538736243
P007265,infra_intacte,5.02982241781147
P007266,infra_intacte,13.2068613599975
P007267,infra_intacte,8.3744570066883
P007268,infra_intacte,12.4676028088224
P007269,infra_intacte,10.813455790443
P007270,infra_intacte,7.51765237914255
P007271,infra_intacte,2.97028591046407
P007272,infra_intacte,12.3092967782488
P007273,infra_intacte,12.6421911631486
P007274,infra_intacte,15.412156105591
P007275,infra_intacte,15.4763302032568
P007276,infra_intacte,4.19732424669446
P007277,infra_intacte,9.02547153965115
P007278,infra_intacte,15.4221954502252
P007279,infra_intacte,15.71688499935
P007280,infra_intacte,9.41012043744698
P007281,infra_intacte,11.8037960198233
P007282,infra_intacte,8.32861024788873
P007283,infra_intacte,18.5404955257079
P007284,infra_intacte,3.71120943689536
P007285,infra_intacte,9.76550413121302
P007286,infra_intacte,7.27509782129326
P007287,infra_intacte,6.26783452067774
P007289,infra_intacte,9.14519724838582
P007290,infra_intacte,8.66140562115213
P007291,infra_intacte,7.69052586349348
P007292,infra_intacte,16.2354237951473
P007293,infra_intacte,14.8611407500721
P007294,infra_intacte,5.87923057401131
P007295,infra_intacte,5.70609540183928
P007296,infra_intacte,12.5907433959035
P007297,infra_intacte,9.87814215575356
P007298,infra_intacte,9.75094640971564
P007299,infra_intacte,6.94861482011462
P007300,infra_intacte,12.0511353865963
P007301,infra_intacte,16.9028213087288
P007302,infra_intacte,7.81237996282281
P007303,infra_intacte,18.0641648189578
P007304,infra_intacte,5.47795408876014
P007305,infra_intacte,16.0944335793595
P007306,infra_intacte,12.2901525760898
P007307,infra_intacte,11.1689981704439
P007308,infra_intacte,13.8722482104481
P007309,infra_intacte,11.8306487627756
P007310,infra_intacte,13.1803355463971
P007311,infra_intacte,6.47900798725715
P007312,infra_intacte,6.66231312815786
P007313,infra_intacte,10.9386446019149
P007314,infra_intacte,5.30603613070387
P007315,infra_intacte,8.40457872181763
P007316,infra_intacte,11.1732817667839
P007317,infra_intacte,4.89604652948094
P007318,infra_intacte,10.8656337824131
P007319,infra_intacte,12.5661599823588
P007320,infra_intacte,5.49514798849418
P007321,infra_intacte,12.8143378133663
P007322,infra_intacte,15.2785337647226
P007323,infra_intacte,10.869911547093
P007324,infra_intacte,13.4234202327474
P007325,infra_intacte,8.42688269265196
P007326,infra_intacte,9.42082760295436
P007327,infra_intacte,14.762997078329
P007328,infra_intacte,13.580887613469
P007329,infra_intacte,16.6527891664366
P007330,infra_intacte,9.31043400152026
P007331,infra_intacte,19.5569431471166
P007332,infra_intacte,17.1964145243466
P007333,infra_intacte,10.3639351214682
P007334,infra_intacte,8.86809347199532
P007335,infra_intacte,8.49060959677752
P007336,infra_intacte,16.0641770600637
P007337,infra_intacte,12.0046543063854
P007338,infra_intacte,17.7187304348002
P007339,infra_intacte,10.2052857813719
P007340,infra_intacte,19.1214737113421
P007341,infra_intacte,18.2402770510061
P007342,infra_intacte,5.20951866772565
P007343,infra_intacte,12.5966026797671
P007344,infra_intacte,17.3063273371394
P007345,infra_intacte,12.3649255765356
P007346,infra_intacte,16.7827253739394
P007347,infra_intacte,17.3680174427927
P007349,infra_intacte,15.2336618750391
P007350,infra_intacte,10.0259123133755
P007351,infra_intacte,7.72757518141886
P007352,infra_intacte,15.9938338872644
P007353,infra_intacte,6.46074513558946
P007354,infra_intacte,10.1307302770864
P007355,infra_intacte,8.10975760263683
P007356,infra_intacte,17.2796728404031
P007357,infra_intacte,10.7718484282402
P007358,infra_intacte,16.1381479206617
P007359,infra_intacte,3.98546020294419
P007360,infra_intacte,10.9005372692426
P007361,infra_intacte,6.19482801898761
P007362,infra_intacte,10.8259405633274
P007363,infra_intacte,19.4997688004375
P007364,infra_intacte,17.5499481449111
P007365,infra_intacte,14.1749096571945
P007366,infra_intacte,6.65870940154989
P007367,infra_intacte,13.3981363446202
P007368,infra_intacte,12.3590774620561
P007369,infra_intacte,12.7557683738026
P007370,infra_intacte,8.52771516144006
P007371,infra_intacte,12.6909149265491
P007372,infra_intacte,8.50251614708404
P007373,infra_intacte,18.1527243904771
P007374,infra_intacte,13.9551474339376
P007375,infra_intacte,12.68025487209
P007376,infra_intacte,14.2129999843549
P007377,infra_intacte,6.77911078093631
P007378,infra_intacte,11.5278268624067
P007379,infra_intacte,10.6071010859322
P007380,infra_intacte,14.21349004723
P007381,infra_intacte,9.80887356986274
P007382,infra_intacte,5.52076828465958
P007383,infra_intacte,18.2914694106152
P007384,infra_intacte,8.67495167368428
P007385,infra_intacte,8.4916758580435
P007386,infra_intacte,7.1521294571791
P007387,infra_intacte,13.1723164317785
P007388,infra_intacte,4.11997871598196
P007389,infra_intacte,8.14520188061209
P007390,infra_intacte,19.5729572385792
P007391,infra_intacte,8.71882641567413
P007392,infra_intacte,10.9133451579785
P007393,infra_intacte,10.6355248457681
P007394,infra_intacte,9.73274347291274
P007395,infra_intacte,11.1110240485116
P007396,infra_intacte,9.94846573483231
P007397,infra_intacte,11.6968926113381
P007398,infra_intacte,11.7602990187968
P007399,infra_intacte,9.64729974453336
P007400,infra_intacte,16.8891546758043
P007401,infra_intacte,10.4937669263642
P007402,infra_intacte,8.64060281351536
P007403,infra_intacte,4.85370297156395
P007405,infra_intacte,7.77570158552445
P007406,infra_intacte,9.18924541198636
P007407,infra_intacte,16.9135348126008
P007408,infra_intacte,12.0746138744784
P007409,infra_intacte,15.1928047405193
P007410,infra_intacte,7.71254269509956
P007411,infra_intacte,11.182570519149
P007412,infra_intacte,10.3350102899187
P007413,infra_intacte,11.0556848038879
P007414,infra_intacte,10.0183381937347
P007415,infra_intacte,13.4542073906473
P007416,infra_intacte,9.77658531724958
P007447,a_remplacer,2.84535154473363
P007448,a_remplacer,7.9742290455672
P007458,a_remplacer,6.8843047480427
P007459,a_remplacer,9.86535817150771
P007463,a_remplacer,9.79128091421177
P007476,a_remplacer,4.92849119929359
P007478,a_remplacer,12.9024250386495
P007485,a_remplacer,5.64944506755882
P007497,a_remplacer,7.52768320033647
P007506,a_remplacer,14.6582864643116
P007507,a_remplacer,8.2451799365212
P007514,a_remplacer,10.3279655802057
P007518,a_remplacer,4.91814131725302
P007528,a_remplacer,10.759672538483
P007529,a_remplacer,12.4769836838268
P007530,a_remplacer,12.7359304342272
P007533,a_remplacer,2.84839658610424
P007534,a_remplacer,11.0908638527212
P007539,a_remplacer,6.64993672554073
P007544,a_remplacer,3.33630911377794
P007552,a_remplacer,8.33224937288682
P007554,a_remplacer,8.72690474251765
P007562,a_remplacer,10.7507961303452
P007564,a_remplacer,7.13168893719009
P007565,a_remplacer,6.4644213871373
P007566,a_remplacer,6.60727277655205
P007567,a_remplacer,4.70550586894857
P007572,a_remplacer,5.62700791605979
P007580,a_remplacer,8.43108274854405
P007584,a_remplacer,3.081639376471
P007593,a_remplacer,10.402928114011
P007595,a_remplacer,10.0082136912815
P007597,a_remplacer,6.31480197224767
P007602,a_remplacer,11.2388526888587
P007607,a_remplacer,7.64056605573305
P007609,a_remplacer,7.79612855602243
P007610,a_remplacer,8.8689078508038
P007616,a_remplacer,7.57918244268621
P007618,a_remplacer,3.98512786168602
P007624,a_remplacer,4.10990474598487
P007627,a_remplacer,8.53830202306228
P007631,a_remplacer,4.7919164305287
P007637,a_remplacer,11.4459140938685
P007638,a_remplacer,5.10207355361142
P007639,a_remplacer,6.13280316452202
P007641,a_remplacer,6.69156313094176
P007645,a_remplacer,3.03521930158189
P007648,a_remplacer,3.39796783687204
P007662,a_remplacer,1.45309505359909
P007677,a_remplacer,3.55803562516816
P007679,a_remplacer,4.5706986139249
P007686,a_remplacer,7.59049553958964
P007689,a_remplacer,5.1037127857757
P007692,a_remplacer,9.64962873769354
P007695,a_remplacer,4.38499382431335
P007696,a_remplacer,14.6793721892947
P007698,a_remplacer,9.47252997174691
P007699,a_remplacer,11.7815303649109
P007702,a_remplacer,4.73832300241692
P007703,a_remplacer,10.1403162890544
P007713,a_remplacer,14.7479475229988
P007715,a_remplacer,11.9577038177932
P007727,a_remplacer,6.32141109105695
P007731,a_remplacer,3.79968906454059
P007737,a_remplacer,4.66009795790718
P007752,a_remplacer,3.12835142463862
P007763,a_remplacer,6.65725214040895
P007764,a_remplacer,4.11611330130554
P007766,a_remplacer,10.9647553869973
P007768,a_remplacer,9.32956330061528
P007770,a_remplacer,3.21575403753504
P007777,a_remplacer,8.95144561872574
P007780,a_remplacer,9.91136244085116
P007785,a_remplacer,8.13675729756796
P007790,a_remplacer,5.85611808756648
P007802,a_remplacer,4.65316558492902
P007810,a_remplacer,0.372684471449813
P007813,a_remplacer,1.36523196955369
P007817,infra_intacte,19.8612125378824
P007818,infra_intacte,11.5323277502085
P007819,infra_intacte,17.3904643240185
P007823,a_remplacer,12.290282829583
P007982,infra_intacte,16835.210831903736
P007983,infra_intacte,1733.7999412610177
P007984,a_remplacer,30.0575979492587
P007985,a_remplacer,10.4897301634131
P007986,infra_intacte,70.2195065805808
P007987,infra_intacte,12.677172101447159
P007988,a_remplacer,17.9351395403247
P007989,infra_intacte,34.188453381117
P007990,a_remplacer,56.1085830964665
P007991,a_remplacer,22.5264918527844
P007992,a_remplacer,10.3986057299725
P007993,infra_intacte,36.5466571292562
P007994,a_remplacer,15.10063528564329
P007995,a_remplacer,41.382908303903
P007996,a_remplacer,9.96720012610787
P007997,a_remplacer,60.2591543579026
P007998,a_remplacer,37.0636340148083
P007999,a_remplacer,42.1144223056854
P008000,infra_intacte,5.05137770829757
P008001,a_remplacer,392.0725372987568
P008002,a_remplacer,25.0693486279522
P008003,a_remplacer,271.9166384983312
P008004,a_remplacer,76.8223023049008
P008005,a_remplacer,58.81716308538259
P008006,a_remplacer,17.9528543234573
P008007,a_remplacer,6.84639309859005
P008008,a_remplacer,102.3462517234137
P008009,a_remplacer,75.6177321977778
P008010,a_remplacer,90.90776576813784
P008011,a_remplacer,20.1612801640344
P008012,a_remplacer,30.847583303505207
P008013,a_remplacer,74.58836749631604
P008014,a_remplacer,13.8302331906613
P008015,a_remplacer,69.2216755736134
P008016,a_remplacer,56.30370100669804
P008017,a_remplacer,8.54452645097224
P008018,a_remplacer,14.7483787687636
P008019,a_remplacer,20.82958359676625
P008020,a_remplacer,11.7528304195152
P008021,a_remplacer,14.9117118858221
P008022,a_remplacer,69.6745145306364
P008023,a_remplacer,11.2796548571624
P008024,a_remplacer,18.3100645954404
P008025,a_remplacer,43.06932206587
P008026,a_remplacer,12.0182044137484
P008027,a_remplacer,20.455789433764
P008028,a_remplacer,36.9797725156077
P008029,a_remplacer,64.4668459535584
P008030,a_remplacer,10.1313417193291
P008031,a_remplacer,98.810391394323
P008032,a_remplacer,73.6468234882653
P008033,a_remplacer,244.2946153577408
P008034,a_remplacer,10.0099030897997
P008035,a_remplacer,46.8790369003504
P008036,a_remplacer,7.44176035956022
