id_batiment,nb_maisons_x,infra_id,infra_type,longueur,type_infra_src,nb_maisons_y,type_batiment,type_infra,nb_maisons,hours_per_m,cost_per_m,man_hours,time_total_h,material_cost,labor_cost,cost_total,a_reparer,is_hospital
E000161,1,P000732,a_remplacer,10.7871386086093,aerien,2,habitation,a_remplacer,1,2,500,21.5742772172186,5.39356930430465,5393.56930430465,809.0353956456976,6202.604699950348,1,0
E000161,1,P008001,a_remplacer,9.80181343246892,aerien,2,habitation,a_remplacer,1,2,500,19.60362686493784,4.90090671623446,4900.90671623446,735.1360074351691,5636.042723669629,1,0
E000161,1,P000719,a_remplacer,10.698159350814,aerien,2,habitation,a_remplacer,1,2,500,21.396318701628,5.349079675407,5349.079675407001,802.36195131105,6151.44162671805,1,0
E000161,1,P008005,a_remplacer,8.40245186934037,aerien,2,habitation,a_remplacer,1,2,500,16.80490373868074,4.201225934670185,4201.225934670185,630.1838902005277,4831.409824870712,1,0
E000161,1,P008009,a_remplacer,25.2059107325926,aerien,2,habitation,a_remplacer,1,2,500,50.4118214651852,12.6029553662963,12602.955366296299,1890.443304944445,14493.398671240744,1,0
E000161,1,P000604,a_remplacer,4.98282106064181,semi-aerien,2,habitation,a_remplacer,1,4,750,19.93128424256724,4.98282106064181,3737.1157954813575,747.4231590962715,4484.538954577629,1,0
E000161,1,P007580,a_remplacer,8.43108274854405,fourreau,2,habitation,a_remplacer,1,5,900,42.15541374272025,10.538853435680062,7587.974473689645,1580.8280153520093,9168.802489041655,1,0
E000174,1,P005100,a_remplacer,6.25975675306654,aerien,1,habitation,a_remplacer,1,2,500,12.51951350613308,3.12987837653327,3129.87837653327,469.4817564799905,3599.3601330132606,1,0
E000174,1,P000732,a_remplacer,10.7871386086093,aerien,1,habitation,a_remplacer,1,2,500,21.5742772172186,5.39356930430465,5393.56930430465,809.0353956456976,6202.604699950348,1,0
E000174,1,P008001,a_remplacer,9.80181343246892,aerien,1,habitation,a_remplacer,1,2,500,19.60362686493784,4.90090671623446,4900.90671623446,735.1360074351691,5636.042723669629,1,0
E000174,1,P000719,a_remplacer,10.698159350814,aerien,1,habitation,a_remplacer,1,2,500,21.396318701628,5.349079675407,5349.079675407001,802.36195131105,6151.44162671805,1,0
E000174,1,P008005,a_remplacer,8.40245186934037,aerien,1,habitation,a_remplacer,1,2,500,16.80490373868074,4.201225934670185,4201.225934670185,630.1838902005277,4831.409824870712,1,0
E000174,1,P000723,a_remplacer,13.1599422339419,aerien,1,habitation,a_remplacer,1,2,500,26.3198844678838,6.57997111697095,6579.97111697095,986.9956675456425,7566.966784516592,1,0
E000174,1,P008008,a_remplacer,34.1154172411379,aerien,1,habitation,a_remplacer,1,2,500,68.2308344822758,17.05770862056895,17057.70862056895,2558.6562930853424,19616.36491365429,1,0
E000174,1,P008021,a_remplacer,14.9117118858221,aerien,1,habitation,a_remplacer,1,2,500,29.8234237716442,7.45585594291105,7455.85594291105,1118.3783914366575,8574.234334347708,1,0
E000174,1,P007785,a_remplacer,8.13675729756796,aerien,1,habitation,a_remplacer,1,2,500,16.27351459513592,4.06837864878398,4068.37864878398,610.256797317597,4678.635446101577,1,0
E000175,1,P005100,a_remplacer,6.25975675306654,aerien,3,habitation,a_remplacer,1,2,500,12.51951350613308,3.12987837653327,3129.87837653327,469.4817564799905,3599.3601330132606,1,0
E000175,1,P000732,a_remplacer,10.7871386086093,aerien,3,habitation,a_remplacer,1,2,500,21.5742772172186,5.39356930430465,5393.56930430465,809.0353956456976,6202.604699950348,1,0
E000175,1,P008001,a_remplacer,9.80181343246892,aerien,3,habitation,a_remplacer,1,2,500,19.60362686493784,4.90090671623446,4900.90671623446,735.1360074351691,5636.042723669629,1,0
E000175,1,P000719,a_remplacer,10.698159350814,aerien,3,habitation,a_remplacer,1,2,500,21.396318701628,5.349079675407,5349.079675407001,802.36195131105,6151.44162671805,1,0
E000175,1,P008005,a_remplacer,8.40245186934037,aerien,3,habitation,a_remplacer,1,2,500,16.80490373868074,4.201225934670185,4201.225934670185,630.1838902005277,4831.409824870712,1,0
E000175,1,P000723,a_remplacer,13.1599422339419,aerien,3,habitation,a_remplacer,1,2,500,26.3198844678838,6.57997111697095,6579.97111697095,986.9956675456425,7566.966784516592,1,0
E000175,1,P008008,a_remplacer,34.1154172411379,aerien,3,habitation,a_remplacer,1,2,500,68.2308344822758,17.05770862056895,17057.70862056895,2558.6562930853424,19616.36491365429,1,0
E000175,1,P008022,a_remplacer,34.8372572653182,aerien,3,habitation,a_remplacer,1,2,500,69.6745145306364,17.4186286326591,17418.6286326591,2612.7942948988652,20031.422927557964,1,0
E000175,1,P007595,a_remplacer,10.0082136912815,semi-aerien,3,habitation,a_remplacer,1,4,750,40.032854765126,10.0082136912815,7506.160268461124,1501.2320536922248,9007.39232215335,1,0
E000176,1,P005100,a_remplacer,6.25975675306654,aerien,2,habitation,a_remplacer,1,2,500,12.51951350613308,3.12987837653327,3129.87837653327,469.4817564799905,3599.3601330132606,1,0
E000176,1,P000732,a_remplacer,10.7871386086093,aerien,2,habitation,a_remplacer,1,2,500,21.5742772172186,5.39356930430465,5393.56930430465,809.0353956456976,6202.604699950348,1,0
E000176,1,P008001,a_remplacer,9.80181343246892,aerien,2,habitation,a_remplacer,1,2,500,19.60362686493784,4.90090671623446,4900.90671623446,735.1360074351691,5636.042723669629,1,0
E000176,1,P000719,a_remplacer,10.698159350814,aerien,2,habitation,a_remplacer,1,2,500,21.396318701628,5.349079675407,5349.079675407001,802.36195131105,6151.44162671805,1,0
E000176,1,P008005,a_remplacer,8.40245186934037,aerien,2,habitation,a_remplacer,1,2,500,16.80490373868074,4.201225934670185,4201.225934670185,630.1838902005277,4831.409824870712,1,0
E000176,1,P008009,a_remplacer,25.2059107325926,aerien,2,habitation,a_remplacer,1,2,500,50.4118214651852,12.6029553662963,12602.955366296299,1890.443304944445,14493.398671240744,1,0
E000176,1,P008015,a_remplacer,34.6108377868067,fourreau,2,habitation,a_remplacer,1,5,900,173.0541889340335,43.263547233508376,31149.754008126027,6489.532085026256,37639.28609315228,1,0
E000176,1,P008023,a_remplacer,11.2796548571624,semi-aerien,2,habitation,a_remplacer,1,4,750,45.1186194286496,11.2796548571624,8459.7411428718,1691.94822857436,10151.68937144616,1,0
E000176,1,P007562,a_remplacer,10.7507961303452,fourreau,2,habitation,a_remplacer,1,5,900,53.753980651726,13.4384951629315,9675.71651731068,2015.774274439725,11691.490791750406,1,0
E000177,1,P005100,a_remplacer,6.25975675306654,aerien,2,habitation,a_remplacer,1,2,500,12.51951350613308,3.12987837653327,3129.87837653327,469.4817564799905,3599.3601330132606,1,0
E000177,1,P000732,a_remplacer,10.7871386086093,aerien,2,habitation,a_remplacer,1,2,500,21.5742772172186,5.39356930430465,5393.56930430465,809.0353956456976,6202.604699950348,1,0
E000177,1,P008001,a_remplacer,9.80181343246892,aerien,2,habitation,a_remplacer,1,2,500,19.60362686493784,4.90090671623446,4900.90671623446,735.1360074351691,5636.042723669629,1,0
E000177,1,P000719,a_remplacer,10.698159350814,aerien,2,habitation,a_remplacer,1,2,500,21.396318701628,5.349079675407,5349.079675407001,802.36195131105,6151.44162671805,1,0
E000177,1,P008005,a_remplacer,8.40245186934037,aerien,2,habitation,a_remplacer,1,2,500,16.80490373868074,4.201225934670185,4201.225934670185,630.1838902005277,4831.409824870712,1,0
E000177,1,P008009,a_remplacer,25.2059107325926,aerien,2,habitation,a_remplacer,1,2,500,50.4118214651852,12.6029553662963,12602.955366296299,1890.443304944445,14493.398671240744,1,0
E000177,1,P008015,a_remplacer,34.6108377868067,fourreau,2,habitation,a_remplacer,1,5,900,173.0541889340335,43.263547233508376,31149.754008126027,6489.532085026256,37639.28609315228,1,0
E000177,1,P008024,a_remplacer,18.3100645954404,fourreau,2,habitation,a_remplacer,1,5,900,91.550322977202,22.8875807443005,16479.05813589636,3433.137111645075,19912.195247541436,1,0
E000177,1,P007566,a_remplacer,6.60727277655205,fourreau,2,habitation,a_remplacer,1,5,900,33.03636388276025,8.259090970690062,5946.545498896845,1238.8636456035092,7185.409144500354,1,0
E000178,1,P005100,a_remplacer,6.25975675306654,aerien,1,habitation,a_remplacer,1,2,500,12.51951350613308,3.12987837653327,3129.87837653327,469.4817564799905,3599.3601330132606,1,0
E000178,1,P000732,a_remplacer,10.7871386086093,aerien,1,habitation,a_remplacer,1,2,500,21.5742772172186,5.39356930430465,5393.56930430465,809.0353956456976,6202.604699950348,1,0
E000178,1,P008001,a_remplacer,9.80181343246892,aerien,1,habitation,a_remplacer,1,2,500,19.60362686493784,4.90090671623446,4900.90671623446,735.1360074351691,5636.042723669629,1,0
E000178,1,P000719,a_remplacer,10.698159350814,aerien,1,habitation,a_remplacer,1,2,500,21.396318701628,5.349079675407,5349.079675407001,802.36195131105,6151.44162671805,1,0
E000178,1,P008003,a_remplacer,16.9947899061457,aerien,1,habitation,a_remplacer,1,2,500,33.9895798122914,8.49739495307285,8497.394953072851,1274.6092429609275,9772.004196033778,1,0
E000178,1,P008004,a_remplacer,4.2679056836056,fourreau,1,habitation,a_remplacer,1,5,900,21.339528418028003,5.334882104507001,3841.11511524504,800.2323156760501,4641.347430921091,1,0
E000178,1,P000494,a_remplacer,4.84007013228732,aerien,1,habitation,a_remplacer,1,2,500,9.68014026457464,2.42003506614366,2420.0350661436596,363.005259921549,2783.040326065209,1,0
E000178,1,P000750,a_remplacer,5.4200839327337,fourreau,1,habitation,a_remplacer,1,5,900,27.1004196636685,6.775104915917125,4878.07553946033,1016.2657373875687,5894.341276847899,1,0
E000178,1,P007727,a_remplacer,6.32141109105695,aerien,1,habitation,a_remplacer,1,2,500,12.6428221821139,3.160705545528475,3160.705545528475,474.10583182927127,3634.811377357746,1,0
E000183,1,P005000,a_remplacer,2.71913580007238,semi-aerien,1,habitation,a_remplacer,1,4,750,10.87654320028952,2.71913580007238,2039.351850054285,407.870370010857,2447.222220065142,1,0
E000183,1,P008027,a_remplacer,20.455789433764,fourreau,1,habitation,a_remplacer,1,5,900,102.27894716882,25.569736792205,18410.2104903876,3835.46051883075,22245.67100921835,1,0
E000183,1,P007530,a_remplacer,12.7359304342272,aerien,1,habitation,a_remplacer,1,2,500,25.4718608684544,6.3679652171136,6367.9652171135995,955.19478256704,7323.15999968064,1,0
E000184,1,P005000,a_remplacer,2.71913580007238,semi-aerien,6,habitation,a_remplacer,1,4,750,10.87654320028952,2.71913580007238,2039.351850054285,407.870370010857,2447.222220065142,1,0
E000184,1,P008028,a_remplacer,36.9797725156077,aerien,6,habitation,a_remplacer,1,2,500,73.9595450312154,18.48988625780385,18489.88625780385,2773.4829386705774,21263.36919647443,1,0
E000184,1,P007593,a_remplacer,10.402928114011,semi-aerien,6,habitation,a_remplacer,1,4,750,41.611712456044,10.402928114011,7802.196085508251,1560.4392171016502,9362.6353026099,1,0
E000185,1,P006106,a_remplacer,12.8869548736554,aerien,1,habitation,a_remplacer,1,2,500,25.7739097473108,6.4434774368277,6443.4774368277,966.521615524155,7409.999052351855,1,0
E000185,1,P002717,a_remplacer,6.93113318288768,fourreau,1,habitation,a_remplacer,1,5,900,34.6556659144384,8.6639164786096,6238.019864598912,1299.58747179144,7537.607336390352,1,0
E000185,1,P007565,a_remplacer,6.4644213871373,aerien,1,habitation,a_remplacer,1,2,500,12.9288427742746,3.23221069356865,3232.2106935686497,484.83160403529746,3717.042297603947,1,0
E000188,1,P005915,a_remplacer,12.8261922697184,semi-aerien,2,habitation,a_remplacer,1,4,750,51.3047690788736,12.8261922697184,9619.6442022888,1923.9288404577599,11543.57304274656,1,0
E000188,1,P002445,a_remplacer,6.96033389014315,aerien,2,habitation,a_remplacer,1,2,500,13.9206677802863,3.480166945071575,3480.166945071575,522.0250417607363,4002.191986832311,1,0
E000188,1,P007764,a_remplacer,4.11611330130554,semi-aerien,2,habitation,a_remplacer,1,4,750,16.46445320522216,4.11611330130554,3087.084975979155,617.416995195831,3704.501971174986,1,0
E000193,1,P005100,a_remplacer,6.25975675306654,aerien,4,habitation,a_remplacer,1,2,500,12.51951350613308,3.12987837653327,3129.87837653327,469.4817564799905,3599.3601330132606,1,0
E000193,1,P000732,a_remplacer,10.7871386086093,aerien,4,habitation,a_remplacer,1,2,500,21.5742772172186,5.39356930430465,5393.56930430465,809.0353956456976,6202.604699950348,1,0
E000193,1,P008001,a_remplacer,9.80181343246892,aerien,4,habitation,a_remplacer,1,2,500,19.60362686493784,4.90090671623446,4900.90671623446,735.1360074351691,5636.042723669629,1,0
E000193,1,P000719,a_remplacer,10.698159350814,aerien,4,habitation,a_remplacer,1,2,500,21.396318701628,5.349079675407,5349.079675407001,802.36195131105,6151.44162671805,1,0
E000193,1,P008005,a_remplacer,8.40245186934037,aerien,4,habitation,a_remplacer,1,2,500,16.80490373868074,4.201225934670185,4201.225934670185,630.1838902005277,4831.409824870712,1,0
E000193,1,P000723,a_remplacer,13.1599422339419,aerien,4,habitation,a_remplacer,1,2,500,26.3198844678838,6.57997111697095,6579.97111697095,986.9956675456425,7566.966784516592,1,0
E000193,1,P008008,a_remplacer,34.1154172411379,aerien,4,habitation,a_remplacer,1,2,500,68.2308344822758,17.05770862056895,17057.70862056895,2558.6562930853424,19616.36491365429,1,0
E000193,1,P008022,a_remplacer,34.8372572653182,aerien,4,habitation,a_remplacer,1,2,500,69.6745145306364,17.4186286326591,17418.6286326591,2612.7942948988652,20031.422927557964,1,0
E000193,1,P008026,a_remplacer,12.0182044137484,semi-aerien,4,habitation,a_remplacer,1,4,750,48.0728176549936,12.0182044137484,9013.6533103113,1802.73066206226,10816.38397237356,1,0
E000193,1,P007607,a_remplacer,7.64056605573305,aerien,4,habitation,a_remplacer,1,2,500,15.2811321114661,3.820283027866525,3820.283027866525,573.0424541799788,4393.325482046504,1,0
E000194,1,P005100,a_remplacer,6.25975675306654,aerien,5,habitation,a_remplacer,1,2,500,12.51951350613308,3.12987837653327,3129.87837653327,469.4817564799905,3599.3601330132606,1,0
E000194,1,P000732,a_remplacer,10.7871386086093,aerien,5,habitation,a_remplacer,1,2,500,21.5742772172186,5.39356930430465,5393.56930430465,809.0353956456976,6202.604699950348,1,0
E000194,1,P008001,a_remplacer,9.80181343246892,aerien,5,habitation,a_remplacer,1,2,500,19.60362686493784,4.90090671623446,4900.90671623446,735.1360074351691,5636.042723669629,1,0
