id_batiment,nb_maisons,infra_id,infra_type,longueur,type_batiment,nb_maisons_bat,id_infra,type_infra,unit_cost_eur_m,unit_time_h_m,a_reparer,man_hours,material_cost,labor_cost,cost_total,time_total_h,is_hospital,hospital_time_goal_h,hosp_time_needed_h,hospital_risk
E000178,1,P000732,a_remplacer,10.7871386086093,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000178,1,P008001,a_remplacer,9.80181343246892,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000178,1,P000719,a_remplacer,10.698159350814,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000178,1,P008003,a_remplacer,16.9947899061457,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000178,1,P008004,a_remplacer,4.2679056836056,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000178,1,P000494,a_remplacer,4.84007013228732,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000178,1,P000750,a_remplacer,5.4200839327337,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000178,1,P007727,a_remplacer,6.32141109105695,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000183,1,P005000,a_remplacer,2.71913580007238,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000183,1,P008027,a_remplacer,20.455789433764,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000183,1,P007530,a_remplacer,12.7359304342272,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000184,1,P005000,a_remplacer,2.71913580007238,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000184,1,P008028,a_remplacer,36.9797725156077,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000184,1,P007593,a_remplacer,10.402928114011,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000185,1,P006106,a_remplacer,12.8869548736554,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000185,1,P002717,a_remplacer,6.93113318288768,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000185,1,P007565,a_remplacer,6.4644213871373,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000188,1,P005915,a_remplacer,12.8261922697184,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000188,1,P002445,a_remplacer,6.96033389014315,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000188,1,P007764,a_remplacer,4.11611330130554,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000193,1,P005100,a_remplacer,6.25975675306654,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000193,1,P000732,a_remplacer,10.7871386086093,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000193,1,P008001,a_remplacer,9.80181343246892,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000193,1,P000719,a_remplacer,10.698159350814,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000193,1,P008005,a_remplacer,8.40245186934037,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000193,1,P000723,a_remplacer,13.1599422339419,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000193,1,P008008,a_remplacer,34.1154172411379,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000193,1,P008022,a_remplacer,34.8372572653182,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000193,1,P008026,a_remplacer,12.0182044137484,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000193,1,P007607,a_remplacer,7.64056605573305,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000194,1,P005100,a_remplacer,6.25975675306654,habitation,5,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000194,1,P000732,a_remplacer,10.7871386086093,habitation,5,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000194,1,P008001,a_remplacer,9.80181343246892,habitation,5,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000194,1,P000719,a_remplacer,10.698159350814,habitation,5,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000194,1,P000719,a_remplacer,10.698159350814,habitation,5,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000194,1,P008001,a_remplacer,9.80181343246892,habitation,5,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000194,1,P000732,a_remplacer,10.7871386086093,habitation,5,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000194,1,P005100,a_remplacer,6.25975675306654,habitation,5,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000195,1,P005100,a_remplacer,6.25975675306654,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000195,1,P000732,a_remplacer,10.7871386086093,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000195,1,P008001,a_remplacer,9.80181343246892,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000195,1,P000719,a_remplacer,10.698159350814,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000195,1,P000719,a_remplacer,10.698159350814,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000195,1,P008001,a_remplacer,9.80181343246892,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000195,1,P000732,a_remplacer,10.7871386086093,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000195,1,P005100,a_remplacer,6.25975675306654,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000196,1,P005100,a_remplacer,6.25975675306654,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000196,1,P000732,a_remplacer,10.7871386086093,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000196,1,P008001,a_remplacer,9.80181343246892,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000196,1,P000719,a_remplacer,10.698159350814,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000196,1,P000719,a_remplacer,10.698159350814,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000196,1,P008001,a_remplacer,9.80181343246892,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000196,1,P000732,a_remplacer,10.7871386086093,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000196,1,P005100,a_remplacer,6.25975675306654,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000197,1,P005100,a_remplacer,6.25975675306654,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000197,1,P000732,a_remplacer,10.7871386086093,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000197,1,P008001,a_remplacer,9.80181343246892,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000197,1,P000719,a_remplacer,10.698159350814,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000197,1,P008003,a_remplacer,16.9947899061457,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000197,1,P008004,a_remplacer,4.2679056836056,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000197,1,P000494,a_remplacer,4.84007013228732,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000197,1,P000494,a_remplacer,4.84007013228732,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000197,1,P000748,a_remplacer,4.62412685627937,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000197,1,P007763,a_remplacer,6.65725214040895,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000198,1,P005100,a_remplacer,6.25975675306654,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000198,1,P000732,a_remplacer,10.7871386086093,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000198,1,P008001,a_remplacer,9.80181343246892,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000198,1,P000719,a_remplacer,10.698159350814,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000198,1,P008003,a_remplacer,16.9947899061457,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000198,1,P008004,a_remplacer,4.2679056836056,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000198,1,P000494,a_remplacer,4.84007013228732,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000198,1,P008010,a_remplacer,7.57564714734482,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000198,1,P008014,a_remplacer,13.8302331906613,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000198,1,P007695,a_remplacer,4.38499382431335,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000222,1,P005820,a_remplacer,14.5718479009645,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000222,1,P007627,a_remplacer,8.53830202306228,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000225,1,P005100,a_remplacer,6.25975675306654,habitation,5,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000225,1,P000732,a_remplacer,10.7871386086093,habitation,5,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000225,1,P008001,a_remplacer,9.80181343246892,habitation,5,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000225,1,P000719,a_remplacer,10.698159350814,habitation,5,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
